"","SP_ID","Int_Name","PA_type","PA_DEF","IUCN_CAT","RealmNr","Biodiversity","Wilderness","ClimateStability","LandUseStability","Size","ClimateProtection"
"521",219,"Kasungu National Park",NA,1,"II",3,0.258255775446606,0.317933862928861,0.696170886274766,0.701054824671474,0.110637492087542,0.134083988204194
"522",477,"Katavi National Park",NA,1,"II",3,0.248410343112966,0.589246284639549,0.691600140057412,0.320866860990804,0.255116219077042,0.211878423597159
"542",220,"Khaudum",NA,1,"II",3,0.171262994898738,0.474738077498053,0.449554621833516,0.914477601452542,0.231999753916483,0.105993762853447
"547",65,"Khutse",NA,1,"Ib",3,0.0717715219313419,0.567743182831943,0.636256825297605,0.804434098814894,0.128311427687728,0.0409153650983995
"549",599,"Kidepo","KBA",NA,NA,3,0.313164702572553,0.530955899651293,0.456199853302946,0.490490424986317,0.400891394962061,0.226572361851184
"551",620,"Kilombero Valley","KBA",NA,NA,3,0.615405076714167,0.904663898226951,0.648878662957424,0.500205945053973,0.286895997332679,0.2166338148395
"553",1004,"Kirindy Mite National Park and extension","KBA",NA,NA,3,0.372564946209294,0.52616723659083,0.674218447683993,0.713207975829987,0.0802648045162685,0.313927782490594
"558",818,"Koffole (Arsi) Forest","KBA",NA,NA,3,0.383632052545463,0.551145198267301,0.939929590206792,0.692789957999931,0.477040530020727,0.233745868070304
"559",1290,"Kokolopori","KBA",NA,NA,3,0.318845485039572,0.836690850625064,0.6797330082308,0.517357582313496,0.22678225147942,0.74237452330531
"566",866,"Kouga - Baviaanskloof Complex","KBA",NA,NA,3,0.326646455597213,0.259213362352057,0.775262148642951,0.777006124213667,0.16825816249846,0.154346973919118
"567",1247,"Kpelle Forest","KBA",NA,NA,3,0.319768210105888,0.665566517084451,0.374904550238649,0.249039412558764,0.0896109708205098,0.556922109764197
"568",1246,"Krahn Bassa South","KBA",NA,NA,3,0.287444881039479,0.651166328047248,0.730968531126341,0.562794850043134,0.0731116317087095,0.635280188801913
"569",864,"Kruger National Park and adjacent areas","KBA",NA,NA,3,0.40596489688097,0.397336775927025,0.529922259951297,0.803872756822449,0.660531957541727,0.129885220708557
"582",579,"Léconi grasslands","KBA",NA,NA,3,0.246469610038144,0.59081111393363,0.741175116675246,0.750348339453403,0.104194590420121,0.12290259183948
"583",564,"Léfini Faunal Reserve","KBA",NA,NA,3,0.262605482208331,0.973616808022335,0.685628380548026,0.762013282238838,0.286528586002677,0.111106830544868
"586",609,"Laag Dheere","KBA",NA,NA,3,0.169496936627921,0.309252686052985,0.409792304157746,0.776762835541108,0.24145283575125,0.24878426163416
"600",613,"Lake Chad","KBA",NA,NA,3,0.10887728019352,0.475431605239174,0.493168993709553,0.715305531246036,0.577044422007157,0.110352794781605
"605",621,"Lake Natron and Engaruka basin","KBA",NA,NA,3,0.422075159286747,0.657880380039211,0.486374866322922,0.429972293756962,0.0994359757960497,0.227183055454016
"606",622,"Lake Rukwa","KBA",NA,NA,3,0.288144769911235,0.632810859529808,0.619381542260021,0.364204721826299,0.37124647089257,0.244803607952781
"609",788,"Lake Télé Community Reserve","KBA",NA,NA,3,0.264700872051867,0.808149778366366,0.752462816252036,0.781301568610151,0.27345563248305,0.727580524697758
"611",583,"Lake Turkana","KBA",NA,NA,3,0.380409087765976,0.584056685976696,0.56734739399192,0.730378392881356,0.392381376233209,0.0732007992146184
"614",559,"LaLuama - Katanga - Mount Kabobo","KBA",NA,NA,3,0.367083367155494,0.686082426013615,0.563936602065636,0.712768787627511,0.129500476343492,0.331739950465376
"621",605,"Lascaanod - Taleex - Ceel Chebet","KBA",NA,NA,3,0.155599216229697,0.554441463769251,0.734516070673025,0.80102741798014,0.461645986683214,0.167252313446547
"627",1291,"Lendu Plateau","KBA",NA,NA,3,0.465255056363493,0.681538755572597,0.740911605023673,0.323531009243223,0.249014970142038,0.363381289825127
"629",1087,"Licuati Forests and Eastern Swazi Lebombo","KBA",NA,NA,3,0.328012826647715,0.527866216845001,0.688257410925969,0.83202491564782,0.105297055258085,0.180629248765802
"633",357,"Liuwa Plain",NA,1,"II",3,0.198669454172982,0.598119268619434,0.6809387614973,0.75944304070679,0.189459905035682,0.103938793608092
"636",481,"Lobéké",NA,1,"II",3,0.305879877964616,0.865692056105341,0.515848138764357,0.775017934250191,0.0879930395885319,0.884882780224076
"638",1241,"Lofa-Gola-Mano Complex","KBA",NA,NA,3,0.334236673564894,0.732346819382408,0.460918615278633,0.32011210702061,0.265093606514105,0.539810631923329
"639",558,"Lomako - Yekokora","KBA",NA,NA,3,0.195822698208244,0.858648677704865,0.846301245541639,0.594652271418545,0.118658754958156,0.805203515570077
"640",280,"Lomami National Park",NA,1,"Not Reported",3,0.20481166382625,0.831072910151026,0.704268332923021,0.658158073676164,0.441655125506788,0.713172902961219
"650",1292,"Lower Congo River right bank","KBA",NA,NA,3,0.29124399483507,0.8750344392981,0.734812685548349,0.718125174812557,0.521363024787225,0.49440913259306
"658",575,"Lower Wabi Shebelle river and Warder","KBA",NA,NA,3,0.129164376010635,0.562931367641185,0.431804808598586,0.852391776027295,0.515505135088157,0.199424654343562
"659",359,"Lower Zambezi",NA,1,"II",3,0.241013743614479,0.553134452334502,0.726003555837666,0.722820225050434,0.250795738472366,0.353309993912
"661",552,"Luachimo River (Chitato)","KBA",NA,NA,3,0.228995302224946,0.680153824226364,0.280012852649854,0.783100723227568,0.113313482849337,0.181477001053639
"662",553,"Luando Strict Nature Reserve","KBA",NA,NA,3,0.236690309941191,0.7157232222606,0.534426773461966,0.758951218577239,0.437612111043746,0.198479636649313
"663",628,"Lukanga Swamp","KBA",NA,NA,3,0.22991098086363,0.662313656904294,0.589674566522165,0.752532599839699,0.193622549847331,0.13767996960508
"664",348,"Lukusuzi",NA,1,"II",3,0.25665227787442,0.624335932926322,0.771962426620231,0.731114162328171,0.137100480747738,0.242750867705768
"668",648,"Ma'rib - Naqil Fardah - Baraqish","KBA",NA,NA,3,0.0496135389797952,0.674297366437701,0.381332324352976,0.810130507191413,0.292774729971766,0.00535646044684506
"669",626,"Machile","KBA",NA,NA,3,0.237070432142126,0.548752994948958,0.436275473619653,0.746579691722742,0.282085254405147,0.195058497134951
"674",580,"Mafou","KBA",NA,NA,3,0.180690535275761,0.688338437928041,0.902035911245008,0.61362487474982,0.079042390414217,0.194529143727379
"675",862,"Magaliesberg","KBA",NA,NA,3,0.211832918167702,0,0.535807028434624,0.961986791458195,0.220795690869166,0.113970266294329
"676",1089,"Magude - Muomba","KBA",NA,NA,3,0.253088225517566,0.435741028706378,0.680287922738801,0.762497699367639,0.10935172247111,0.164211629774969
