"","SP_ID","Int_Name","PA_type","PA_DEF","IUCN_CAT","RealmNr","Biodiversity","Wilderness","ClimateStability","LandUseStability","Size","ClimateProtection"
"997",1330,"Raso da Catarina","KBA",NA,NA,6,0.226774706163033,0.541243999104645,0.911719348680438,0.734687649522754,0.601514828423826,0.173191698694966
"1001",749,"Reentrâncias Maranhenses / Paraenses","KBA",NA,NA,6,0.335520659726405,0.591631263742888,0.806353592083175,0.734321516849267,0.744166595408619,0.221153738039635
"1002",692,"Região dos Aparados da Serra","KBA",NA,NA,6,0.37810666740634,0.446298608828306,0.786727219941563,0.29831207866304,0.547092702779488,0.197786849641879
"1004",54,"Reserva Biológica De Maicuru",NA,1,"Ia",6,0.337478811229627,0.971228685369073,0.739371211679216,0.858745954332652,0.748705864386726,0.90304338475115
"1005",60,"Reserva Biológica Do Abufari",NA,1,"Ia",6,0.355985250953289,0.968834270763167,0.736823894384939,0.862207249287659,0.521850689822068,0.839510465108233
"1006",51,"Reserva Biológica Do Guaporé",NA,1,"Ia",6,0.339673911832196,0.642191481329435,0.801778332410518,0.770190104506221,0.660362265001472,0.441129169015317
"1007",55,"Reserva Biológica Do Gurupi",NA,1,"Ia",6,0.255204110696209,0.666149372412408,0.710282862281763,0.728023917556403,0.548124303573295,0.328910289950269
"1008",50,"Reserva Biológica Do Jaru",NA,1,"Ia",6,0.329968859394182,0.518909997907556,0.776679229802384,0.741212853017732,0.581779650044439,0.629518838684133
"1009",52,"Reserva Biológica Do Lago Piratuba",NA,1,"Ia",6,0.315824435880649,0.721603174482923,0.84000631114862,0.839167716675598,0.598747231309888,0.368072978382952
"1010",62,"Reserva Biológica Do Manicoré",NA,1,"Ia",6,0.332848553237503,0.985713200330013,0.802707773528574,0.858068995580888,0.586572872734054,0.847558798096385
"1011",56,"Reserva Biológica Do Rio Trombetas",NA,1,"Ia",6,0.329797130639367,0.955770422577295,0.759056351959631,0.861976080758996,0.603985741407724,0.903393960548746
"1012",48,"Reserva Biológica Do Uatumã",NA,1,"Ia",6,0.362271384206181,0.930460190700244,0.735613127085758,0.862076272345093,0.718160737730534,0.817391180904512
"1013",61,"Reserva Biológica Nascentes Serra Do Cachimbo",NA,1,"Ia",6,0.282267380491024,0.759651328858197,0.733872150390426,0.832288049211823,0.579935196907009,0.535372862276166
"1014",1338,"Reserva Comunal El Sira","KBA",NA,NA,6,0.598154491195795,0.873524780013765,0.80409120978602,0.504678514667178,0.800572264336806,0.750196191216179
"1015",1063,"Reserva Costa Atlántica de Tierra del Fuego y zon","KBA",NA,NA,6,0.00640784004297417,0.255220251348679,0.486965385179731,0.866018691479319,0.512298739881623,0.0729672886117771
"1016",1018,"Reserva de Inmovilización Iténez","KBA",NA,NA,6,0.342681971598942,0.680461760392565,0.828076876163109,0.826143330138034,0.713849665940881,0.375091154737437
"1018",1064,"Reserva de la Biósfera Yabotí","KBA",NA,NA,6,0.300484615401769,0.646763879377384,0.814162425667475,0.0854646500887695,0.522178565701616,0.272947707121797
"1019",1041,"Reserva de Uso Múltiple Bañados del Río Dulce y","KBA",NA,NA,6,0.100118086085875,0.472147996500393,0.490857783859176,0.282607147842639,0.782862634529181,0.0471554795835064
"1020",1083,"Reserva Ecológica Cotacachi-Cayapas","KBA",NA,NA,6,0.927469131056346,0.614584885413799,0.778554399367273,0.850828117889771,0.580900989309107,0.695624357970511
"1021",1029,"Reserva Forestal Alto Paraguá","KBA",NA,NA,6,0.328451282297907,0.432498959078384,0.809035096027255,0.813455776196423,0.636179685916022,0.288318272049139
"1022",1339,"Reserva Forestal Imataca","KBA",NA,NA,6,0.44298768664093,0.913536073576483,0.812194429953833,0.862153446967792,0.908993626582962,0.769718342801688
"1023",1005,"Reserva Forestal Sipapo","KBA",NA,NA,6,0.430413602605163,0.919387869298357,0.780692320584726,0.870367042543104,0.852917451858523,0.773365994997438
"1024",1019,"Reserva Nacional Amazónica Manuripi Heath","KBA",NA,NA,6,0.395951495097575,0.87043203216591,0.703890544519919,0.789631379432754,0.6893133798143,0.70415621556727
"1025",1022,"Reserva Nacional de Flora y Fauna Tariquía","KBA",NA,NA,6,0.280255675998246,0.69757913388262,0.771021755111192,0.716918884765981,0.539420040311439,0.282223499469691
"1026",1065,"Reserva Nacional Pacaya Samiria","KBA",NA,NA,6,0.49906344197224,0.941312447186594,0.817995654643503,0.817461532753887,0.83304502235581,0.808070634879491
"1027",1067,"Reserva Nacional Salinas y Aguada Blanca","KBA",NA,NA,6,0.107224588810345,0.529941690570196,0.710408249131801,0.747140552868621,0.590003623033256,0.0107039518699504
"1028",751,"Reserva Particular do Patrimônio Natural SESC Pan","KBA",NA,NA,6,0.291728815264458,0.4886697390182,0.734973377345685,0.587429915021088,0.633562364687803,0.220145633622727
"1029",1054,"Reserva Provincial Laguna Brava","KBA",NA,NA,6,0.0311112510418221,0.839546330576956,0.702368971249459,0.562807866620847,0.610947460701279,0.00259531482748231
"1030",1049,"Reserva Provincial Olaroz-Cauchari","KBA",NA,NA,6,0.0455370870164801,0.805165803597677,0.631950038359876,0.812111518692346,0.513704144819958,0.00169982930647523
